MsgID.GLOBAL_POSITION,1527660495.1355293,-122.3957501,37.7932819,0.0180000
MsgID.LOCAL_VELOCITY,1527660495.1355293,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527660495.1365364,0.0264651,0.1353935,-0.0183521
MsgID.LOCAL_VELOCITY,1527660495.1365364,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_HOME,1527660495.1365364,-122.3957517,37.7932817,0.0000000
MsgID.STATE,1527660495.1365364,False,False
MsgID.GLOBAL_POSITION,1527660495.1375232,-122.3957526,37.7932819,0.0450000
MsgID.LOCAL_VELOCITY,1527660495.1375232,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527660495.1375232,0.0240397,-0.0868302,-0.0457277
MsgID.LOCAL_VELOCITY,1527660495.1375232,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527660495.1375232,-122.3957515,37.7932817,0.0640000
MsgID.LOCAL_VELOCITY,1527660495.1375232,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527660495.1375232,-0.0003881,0.0103377,-0.0649162
MsgID.LOCAL_VELOCITY,1527660495.1375232,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527660495.1375232,-122.3957494,37.7932808,0.0720000
MsgID.LOCAL_VELOCITY,1527660495.1375232,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527660495.1385217,-0.0933327,0.2011034,-0.0729014
MsgID.LOCAL_VELOCITY,1527660495.1385217,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527660495.1385217,-122.3957504,37.7932810,0.0690000
MsgID.LOCAL_VELOCITY,1527660495.1385217,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527660495.1385217,-0.0782763,0.1163531,-0.0697442
MsgID.LOCAL_VELOCITY,1527660495.1385217,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527660495.1385217,False,False
MsgID.GLOBAL_HOME,1527660495.1385217,-122.3957517,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,1527660495.1385217,-122.3957520,37.7932828,0.0580000
MsgID.LOCAL_VELOCITY,1527660495.1385217,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527660495.1385217,0.1253792,-0.0296885,-0.0588924
MsgID.LOCAL_VELOCITY,1527660495.1385217,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527660495.1395180,-122.3957523,37.7932817,0.0450000
MsgID.LOCAL_VELOCITY,1527660495.1395180,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527660495.1395180,0.0068426,-0.0585180,-0.0456906
MsgID.LOCAL_VELOCITY,1527660495.1395180,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527660495.1395180,-122.3957531,37.7932824,0.0330000
MsgID.LOCAL_VELOCITY,1527660495.1395180,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527660495.1395180,0.0815489,-0.1237209,-0.0339474
MsgID.LOCAL_VELOCITY,1527660495.1395180,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527660495.2219260,-122.3957514,37.7932825,0.0250000
MsgID.LOCAL_VELOCITY,1527660495.2219260,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527660495.2219260,0.1107687,0.0486606,-0.0259815
MsgID.LOCAL_VELOCITY,1527660495.2219260,-0.0000044,-0.0000533,-0.0003538
MsgID.STATE,1527660495.4473238,True,True
MsgID.GLOBAL_HOME,1527660495.4493215,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,1527660495.4712594,-0.0020506,-0.0797997,-0.0226405
MsgID.LOCAL_VELOCITY,1527660495.4712594,0.0002485,0.0000056,-0.1361893
MsgID.GLOBAL_POSITION,1527660495.4712594,-122.3957528,37.7932815,0.0220000
MsgID.LOCAL_VELOCITY,1527660495.4712594,0.0000000,0.0000000,-0.1300000
MsgID.GLOBAL_POSITION,1527660495.7214253,-122.3957513,37.7932819,0.3200000
MsgID.LOCAL_VELOCITY,1527660495.7214253,0.0000000,0.0000000,-2.2200000
MsgID.LOCAL_POSITION,1527660495.7214253,0.0468955,0.0534207,-0.3206532
MsgID.LOCAL_VELOCITY,1527660495.7214253,0.0008377,0.0005817,-2.2218881
MsgID.GLOBAL_POSITION,1527660495.9706974,-122.3957499,37.7932815,1.1310000
MsgID.LOCAL_VELOCITY,1527660495.9706974,0.0000000,-0.0100000,-3.9800000
MsgID.LOCAL_POSITION,1527660495.9706974,0.0042035,0.1752376,-1.1319027
MsgID.LOCAL_VELOCITY,1527660495.9706974,-0.0085284,-0.0188891,-3.9861164
MsgID.GLOBAL_POSITION,1527660496.2215657,-122.3957515,37.7932803,2.2210000
MsgID.LOCAL_VELOCITY,1527660496.2215657,0.0000000,-0.0300000,-4.5100000
MsgID.LOCAL_POSITION,1527660496.2225358,-0.1330565,0.0380539,-2.2212954
MsgID.LOCAL_VELOCITY,1527660496.2225358,-0.0043431,-0.0343731,-4.5163136
MsgID.STATE,1527660496.4459400,True,True
MsgID.GLOBAL_HOME,1527660496.4469392,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527660496.4718907,-122.3957535,37.7932823,3.2520000
MsgID.LOCAL_VELOCITY,1527660496.4718907,0.0000000,-0.0300000,-2.9300000
